District,Soil_Type,Previous_Crop,Current_Crop,Stage,N,P,K,pH,Moisture,Target_Action,Situation
Mirpur Khas,Alluvial,None,Mango,Flowering,34.8,23.0,80.4,7.39,14.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Loamy,Wheat,None,Empty Field,22.0,45.1,40.5,7.61,21.8,Moth bean,Pre-Sowing
Mirpur Khas,Clay Loam,None,Banana,Seedling,167.5,84.8,236.9,6.65,76.6,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,None,Rice,Maturity,128.7,54.8,124.8,6.27,89.2,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,Banana,None,Empty Field,30.3,25.0,54.1,8.18,13.7,Wheat,Pre-Sowing
Umerkot,Clay,Guar,None,Empty Field,58.9,24.6,70.5,6.87,25.5,Jowar,Pre-Sowing
Umerkot,Clay,Moth bean,None,Empty Field,101.3,46.2,132.7,6.99,44.1,Sunflower,Pre-Sowing
Mirpur Khas,Loamy,None,Mango,Flowering,123.2,60.8,180.1,6.97,39.6,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Silt Loam,None,Chilli,Flowering,104.4,60.1,137.8,6.44,58.4,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,Jowar,None,Empty Field,42.3,15.8,33.4,8.86,8.2,Desert grasses,Pre-Sowing
Umerkot,Sandy Loam,None,Chilli,Flowering,94.1,53.7,130.8,6.6,52.3,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,None,Sugarcane,Vegetative,133.8,54.3,167.7,6.85,63.4,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,None,Jowar,Vegetative,37.3,11.9,27.2,8.45,7.2,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Loamy,None,Moth bean,Vegetative,21.8,44.9,39.6,7.03,20.8,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Chilli,Flowering,73.8,40.2,95.2,7.1,37.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,Cotton,None,Empty Field,123.0,48.4,166.2,7.24,45.4,Cotton,Pre-Sowing
Tharparkar,Sandy,None,Bajra,Maturity,73.7,33.0,60.9,8.16,20.1,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Silt Loam,Wheat,None,Empty Field,100.8,46.1,144.0,7.08,45.4,Wheat,Pre-Sowing
Mirpur Khas,Loamy,None,Mango,Vegetative,46.3,25.6,56.3,7.59,20.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Umerkot,Loamy,Bajra,None,Empty Field,71.8,24.2,49.1,7.07,18.7,Jowar,Pre-Sowing
Tharparkar,Sandy Loam,None,Wheat,Vegetative,62.0,16.2,69.2,8.45,23.4,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,Jowar,None,Empty Field,11.5,13.1,30.7,8.66,9.5,Desert grasses,Pre-Sowing
Umerkot,Sandy Loam,None,Chilli,Maturity,96.7,47.4,118.4,6.88,49.8,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy,None,Dates,Seedling,58.1,45.7,91.1,7.6,7.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,None,Guar,Maturity,28.3,61.6,71.8,8.45,27.1,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,Guar,None,Empty Field,110.5,47.4,155.4,7.02,53.8,Chilli,Pre-Sowing
Mirpur Khas,Clay Loam,Mango,None,Empty Field,32.7,21.7,49.2,7.45,26.7,Wheat,Pre-Sowing
Tharparkar,Sandy,None,Dates,Flowering,94.8,68.8,107.1,8.37,13.6,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,Cotton,None,Empty Field,101.9,31.3,119.8,6.12,31.5,Guava,Pre-Sowing
Tharparkar,Sandy Loam,Moth bean,None,Empty Field,9.0,22.7,22.5,9.1,8.8,Desert grasses,Pre-Sowing
Umerkot,Light Sandy,None,Cotton,Flowering,129.4,48.8,157.8,7.23,49.1,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,Chilli,None,Empty Field,89.0,33.7,146.5,8.17,36.6,Bajra,Pre-Sowing
Umerkot,Loamy,Cotton,None,Empty Field,75.4,35.0,86.8,7.01,43.4,Jowar,Pre-Sowing
Mirpur Khas,Alluvial,Cotton,None,Empty Field,122.0,57.8,188.0,7.27,52.4,Cotton,Pre-Sowing
Mirpur Khas,Silt Loam,None,Cotton,Seedling,57.7,19.9,120.3,8.01,27.3,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Umerkot,Light Sandy,None,Sunflower,Vegetative,32.9,20.6,43.5,7.83,19.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Alluvial,Banana,None,Empty Field,126.7,46.5,186.2,7.17,50.0,Cotton,Pre-Sowing
Umerkot,Clay,None,Chilli,Flowering,67.4,31.1,89.7,6.89,39.6,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,None,Wheat,Seedling,69.6,22.3,80.8,6.98,31.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Bajra,Maturity,52.1,15.8,34.9,8.55,9.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Clay Loam,Cotton,None,Empty Field,143.4,55.2,197.7,7.03,48.3,Cotton,Pre-Sowing
Umerkot,Clay,Moth bean,None,Empty Field,62.6,34.8,106.3,6.66,43.3,Sunflower,Pre-Sowing
Tharparkar,Desert Sand,Bajra,None,Empty Field,5.0,11.3,18.1,9.5,3.6,Desert grasses,Pre-Sowing
Umerkot,Sandy Loam,None,Wheat,Vegetative,63.3,23.0,89.4,7.01,25.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,None,Bajra,Vegetative,56.8,19.9,61.6,7.88,18.3,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,None,Jowar,Seedling,102.1,43.2,65.7,7.14,38.5,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Guar,Vegetative,18.7,30.8,41.8,8.53,16.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,Bajra,None,Empty Field,19.9,28.3,36.3,7.55,11.2,Moth bean,Pre-Sowing
Umerkot,Clay,Jowar,None,Empty Field,117.5,50.5,204.7,7.37,46.0,Cotton,Pre-Sowing
Umerkot,Sandy Loam,Onion,None,Empty Field,69.0,29.8,120.1,6.51,39.6,Sunflower,Pre-Sowing
Umerkot,Light Sandy,None,Onion,Flowering,46.5,27.8,68.1,7.33,22.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Silt Loam,None,Mango,Maturity,100.2,37.7,131.0,6.13,33.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Rice,Flowering,80.6,41.2,78.1,6.17,72.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Desert Sand,Desert grasses,None,Empty Field,6.7,5.3,15.0,8.31,3.7,Desert grasses,Pre-Sowing
Tharparkar,Sandy Loam,Guar,None,Empty Field,53.1,26.0,29.5,9.26,4.7,Desert grasses,Pre-Sowing
Mirpur Khas,Clay Loam,Tomato,None,Empty Field,116.3,39.6,167.2,6.54,58.0,Onion,Pre-Sowing
Mirpur Khas,Silt Loam,Tomato,None,Empty Field,92.7,44.7,123.1,6.65,36.1,Guava,Pre-Sowing
Mirpur Khas,Alluvial,Chilli,None,Empty Field,101.0,38.1,132.1,6.5,24.9,Guava,Pre-Sowing
Mirpur Khas,Silt Loam,Wheat,None,Empty Field,32.4,17.1,51.3,7.03,16.7,Wheat,Pre-Sowing
Tharparkar,Sandy,Jowar,None,Empty Field,19.4,7.9,15.8,8.8,4.8,Desert grasses,Pre-Sowing
Tharparkar,Sandy,None,Dates,Maturity,73.0,41.8,91.2,7.96,7.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,None,Guar,Maturity,14.7,31.8,37.4,7.13,17.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,Jowar,None,Empty Field,95.4,32.9,120.6,7.62,33.3,Bajra,Pre-Sowing
Umerkot,Loamy,Jowar,None,Empty Field,53.4,23.9,45.4,7.72,18.6,Moth bean,Pre-Sowing
Tharparkar,Sandy Loam,None,Guar,Vegetative,18.9,43.2,42.0,8.25,17.8,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Onion,Flowering,70.5,36.3,135.0,6.5,34.7,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy,None,Dates,Vegetative,66.2,41.5,70.4,7.8,6.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Loamy,Onion,None,Empty Field,58.1,15.9,78.7,7.75,12.7,Wheat,Pre-Sowing
Mirpur Khas,Alluvial,None,Banana,Seedling,120.0,45.1,186.7,6.87,59.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,None,Tomato,Vegetative,116.2,61.7,186.8,6.42,60.6,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,None,Chilli,Vegetative,100.7,51.6,146.2,6.23,52.9,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,Wheat,None,Empty Field,49.4,16.9,33.0,8.83,10.0,Desert grasses,Pre-Sowing
Mirpur Khas,Loamy,Mango,None,Empty Field,121.7,54.9,195.9,6.84,51.7,Onion,Pre-Sowing
Umerkot,Light Sandy,Jowar,None,Empty Field,42.6,11.2,20.6,8.35,13.8,Moth bean,Pre-Sowing
Umerkot,Loamy,None,Jowar,Seedling,96.0,35.1,69.4,7.41,31.5,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,None,Mango,Vegetative,133.2,63.7,200.9,6.07,38.7,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,None,Jowar,Vegetative,100.3,42.5,71.8,7.05,42.0,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,None,Wheat,Maturity,36.5,11.9,36.9,8.29,9.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Light Sandy,Cotton,None,Empty Field,69.7,25.8,53.4,7.97,15.6,Guar,Pre-Sowing
Mirpur Khas,Loamy,None,Wheat,Maturity,93.4,37.1,87.7,6.78,38.2,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,Guar,None,Empty Field,78.2,38.0,86.5,7.86,6.3,Bajra,Pre-Sowing
Umerkot,Loamy,Bajra,None,Empty Field,24.8,46.3,48.2,8.01,24.8,Guar,Pre-Sowing
Umerkot,Clay,Bajra,None,Empty Field,85.1,37.5,84.2,6.68,26.1,Bajra,Pre-Sowing
Tharparkar,Desert Sand,Desert grasses,None,Empty Field,80.5,35.2,80.1,7.31,40.8,Wheat,Pre-Sowing
Tharparkar,Sandy,None,Bajra,Flowering,24.8,7.4,21.2,8.82,5.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Clay,Sunflower,None,Empty Field,16.8,33.6,41.3,8.4,17.8,Moth bean,Pre-Sowing
Tharparkar,Sandy,Wheat,None,Empty Field,5.2,14.6,15.5,9.2,6.4,Desert grasses,Pre-Sowing
Umerkot,Light Sandy,Cotton,None,Empty Field,35.6,25.1,85.9,7.99,23.1,Guar,Pre-Sowing
Tharparkar,Sandy Loam,None,Desert grasses,Vegetative,10.3,9.9,20.1,9.05,9.8,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,None,Cotton,Maturity,101.1,25.1,144.3,7.64,29.2,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Alluvial,None,Banana,Vegetative,130.4,49.6,170.8,7.3,66.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Cotton,Maturity,137.3,56.3,221.6,7.34,55.2,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Jowar,Seedling,66.6,21.0,47.6,8.35,19.7,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,Wheat,None,Empty Field,5.0,6.7,17.1,9.06,4.5,Desert grasses,Pre-Sowing
Umerkot,Loamy,None,Cotton,Flowering,118.7,40.8,197.7,7.17,46.5,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,None,Tomato,Vegetative,122.7,71.3,162.4,6.2,56.7,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,None,Chilli,Vegetative,124.0,57.3,148.9,6.29,62.8,Nutrients Optimal - No Action Needed,Growth
Umerkot,Loamy,None,Jowar,Maturity,92.2,32.6,74.6,7.51,40.4,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Moth bean,Vegetative,13.4,28.6,30.0,7.57,13.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,Wheat,None,Empty Field,84.8,29.6,143.5,6.96,34.8,Wheat,Pre-Sowing
Umerkot,Sandy Loam,None,Sunflower,Seedling,95.1,41.6,144.1,6.69,49.1,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,None,Bajra,Vegetative,46.9,12.8,33.8,8.75,7.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Loamy,None,Guava,Flowering,34.8,19.3,71.9,7.45,18.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Loamy,Guar,None,Empty Field,24.2,11.7,46.3,8.35,10.4,Moth bean,Pre-Sowing
Umerkot,Clay,Jowar,None,Empty Field,29.3,42.0,41.0,7.16,15.1,Moth bean,Pre-Sowing
Mirpur Khas,Alluvial,None,Onion,Flowering,79.0,36.2,128.4,6.48,38.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Wheat,Flowering,82.2,30.1,84.0,6.81,28.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Sandy,Dates,None,Empty Field,71.1,26.0,91.1,7.58,35.4,Wheat,Pre-Sowing
Mirpur Khas,Loamy,Tomato,None,Empty Field,130.9,45.4,191.8,7.28,51.9,Cotton,Pre-Sowing
Mirpur Khas,Loamy,None,Cotton,Vegetative,61.2,29.2,72.3,8.04,20.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Mirpur Khas,Alluvial,None,Cotton,Vegetative,39.9,16.4,65.5,8.19,16.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Umerkot,Clay,None,Chilli,Maturity,90.4,44.4,149.8,7.17,44.2,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,Chilli,None,Empty Field,66.7,34.0,53.8,7.37,33.6,Wheat,Pre-Sowing
Tharparkar,Sandy Loam,None,Jowar,Maturity,62.8,31.3,51.0,8.27,20.0,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,None,Onion,Vegetative,94.5,47.4,125.5,7.02,45.6,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Banana,Seedling,139.5,62.4,180.2,6.62,69.7,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,None,Guar,Maturity,16.3,34.0,34.2,7.83,15.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Light Sandy,Chilli,None,Empty Field,80.2,37.2,81.3,7.0,36.5,Jowar,Pre-Sowing
Mirpur Khas,Loamy,None,Banana,Seedling,198.2,85.1,217.2,6.79,85.3,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy,Jowar,None,Empty Field,74.6,25.2,98.0,7.2,30.8,Wheat,Pre-Sowing
Mirpur Khas,Clay Loam,Sugarcane,None,Empty Field,66.0,40.2,109.1,7.31,47.7,Wheat,Pre-Sowing
Umerkot,Clay,None,Chilli,Seedling,60.4,35.6,86.5,7.21,43.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Clay,None,Jowar,Seedling,99.6,35.7,86.4,6.94,40.2,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,None,Guar,Seedling,27.4,54.7,58.2,7.14,24.9,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,Wheat,None,Empty Field,78.1,27.6,103.0,7.4,32.6,Wheat,Pre-Sowing
Umerkot,Loamy,Cotton,None,Empty Field,112.2,52.1,162.1,6.8,61.8,Onion,Pre-Sowing
Umerkot,Clay,None,Moth bean,Flowering,6.8,17.0,21.9,8.94,6.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Tharparkar,Desert Sand,None,Desert grasses,Seedling,19.9,11.1,33.1,8.28,11.0,Nutrients Optimal - No Action Needed,Growth
Umerkot,Sandy Loam,None,Guar,Maturity,23.3,51.3,65.0,7.43,22.3,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,None,Sugarcane,Seedling,201.3,72.6,278.1,6.65,78.0,Nutrients Optimal - No Action Needed,Growth
Umerkot,Loamy,Wheat,None,Empty Field,23.7,60.7,51.6,7.12,29.8,Moth bean,Pre-Sowing
Tharparkar,Desert Sand,None,Wheat,Maturity,30.5,13.2,51.8,8.5,11.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Alluvial,Sugarcane,None,Empty Field,53.1,25.2,97.4,7.23,15.5,Wheat,Pre-Sowing
Mirpur Khas,Silt Loam,None,Tomato,Flowering,122.9,66.5,174.2,6.78,67.3,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,Guar,None,Empty Field,9.7,26.0,22.8,9.08,8.7,Desert grasses,Pre-Sowing
Mirpur Khas,Alluvial,Mango,None,Empty Field,73.7,44.7,139.7,6.3,40.0,Guava,Pre-Sowing
Mirpur Khas,Alluvial,Wheat,None,Empty Field,75.9,37.5,145.8,6.77,32.6,Wheat,Pre-Sowing
Umerkot,Light Sandy,None,Sunflower,Seedling,107.0,49.3,146.6,6.74,38.8,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,Guar,None,Empty Field,63.0,29.5,93.4,7.53,27.0,Bajra,Pre-Sowing
Umerkot,Sandy Loam,None,Chilli,Seedling,100.8,51.8,147.0,6.53,51.6,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,None,Dates,Maturity,116.0,71.2,113.3,8.5,20.2,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,Jowar,None,Empty Field,65.0,34.8,86.3,7.75,7.8,Jowar,Pre-Sowing
Mirpur Khas,Alluvial,None,Chilli,Flowering,49.8,28.3,67.5,7.57,24.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Mirpur Khas,Silt Loam,None,Guava,Flowering,61.7,29.8,91.4,5.6,30.2,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Guava,Flowering,58.5,35.5,108.9,5.84,29.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,None,Bajra,Flowering,61.4,25.4,71.5,6.54,18.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,Tomato,None,Empty Field,69.5,37.9,103.7,7.05,36.7,Wheat,Pre-Sowing
Umerkot,Loamy,Bajra,None,Empty Field,62.6,22.2,75.6,6.99,32.7,Jowar,Pre-Sowing
Tharparkar,Sandy Loam,None,Guar,Vegetative,15.5,38.8,42.1,8.9,11.4,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,None,Onion,Flowering,83.4,33.1,142.2,6.24,35.6,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,Moth bean,None,Empty Field,13.5,26.8,28.1,8.25,11.5,Moth bean,Pre-Sowing
Tharparkar,Desert Sand,Desert grasses,None,Empty Field,55.6,25.3,57.1,7.32,15.9,Jowar,Pre-Sowing
Mirpur Khas,Silt Loam,None,Mango,Maturity,71.6,34.9,120.9,6.68,28.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,Onion,None,Empty Field,98.3,37.7,78.4,7.57,30.8,Jowar,Pre-Sowing
Tharparkar,Sandy,Wheat,None,Empty Field,14.9,12.6,29.5,8.66,8.1,Desert grasses,Pre-Sowing
Umerkot,Sandy Loam,Moth bean,None,Empty Field,92.5,28.7,116.2,7.63,33.5,Bajra,Pre-Sowing
Umerkot,Sandy Loam,None,Chilli,Vegetative,79.4,39.0,107.6,7.31,42.3,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy,None,Dates,Seedling,113.7,52.4,141.5,7.9,12.0,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,Dates,None,Empty Field,56.6,24.3,66.0,8.38,21.4,Bajra,Pre-Sowing
Umerkot,Loamy,Wheat,None,Empty Field,71.9,25.5,115.2,7.48,34.6,Bajra,Pre-Sowing
Umerkot,Loamy,Wheat,None,Empty Field,78.3,41.5,70.7,7.47,40.8,Jowar,Pre-Sowing
Umerkot,Loamy,Chilli,None,Empty Field,95.3,36.5,82.4,6.77,24.4,Jowar,Pre-Sowing
Mirpur Khas,Silt Loam,Onion,None,Empty Field,130.8,57.5,194.4,6.96,59.0,Cotton,Pre-Sowing
Mirpur Khas,Clay Loam,Sugarcane,None,Empty Field,91.6,35.9,134.6,6.96,36.4,Wheat,Pre-Sowing
Tharparkar,Desert Sand,None,Jowar,Flowering,48.5,15.6,30.3,7.98,9.7,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,None,Sunflower,Vegetative,35.8,16.5,69.5,8.09,17.2,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Umerkot,Light Sandy,Cotton,None,Empty Field,33.0,41.5,43.6,7.05,26.5,Moth bean,Pre-Sowing
Umerkot,Clay,None,Jowar,Seedling,58.9,20.8,45.9,6.77,20.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Clay,None,Sunflower,Vegetative,25.5,14.7,64.9,7.69,15.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Loamy,None,Sugarcane,Seedling,118.4,46.5,136.6,7.81,58.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Clay Loam,None,Sugarcane,Maturity,155.2,48.8,175.8,6.71,52.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Dates,Seedling,100.0,68.8,102.9,8.3,20.6,Nutrients Optimal - No Action Needed,Growth
